/* DATA DESCRIPTION:
Citation:	Rae, James W B; Sarnthein, Michael; Foster, Gavin L; Ridgwell, Andy; Grootes, Pieter Meiert; Elliott, Tim (2014): (Table 4) Atmospheric 14C record used for calculating foram-atmosphere reservoir ages. PANGAEA, https://doi.org/10.1594/PANGAEA.833525, 
	In supplement to: Rae, JWB et al. (2014): Deep water formation in the North Pacific and deglacial CO2 rise. Paleoceanography, 29(6), 645-667, https://doi.org/10.1002/2013PA002570
Further details:	Reimer, Paula J; Baillie, Mike G L; Bard, Edouard; Bayliss, Alex; Beck, J Warren; Blackwell, Paul G; Ramsey, Christopher Bronk; Burr, George S; Edwards, R Lawrence; Friedrich, Michael; Grootes, Pieter Meiert; Guilderson, Thomas P; Hajdas, Irena; Heaton, T J; Hogg, Alan G; Hughen, Konrad A; Kaiser, Klaus-Felix; Kromer, Bernd; McCormac, F Gerry; Manning, Sturt W; Reimer, Ron W; Richards, David A; Southon, John R; Talamo, Sahra; Turney, Chris S M; van der Plicht, Johannes; Weyhenmeyer, Constanze E (2009): IntCal09 and Marine09 Radiocarbon Age Calibration Curves, 0-50,000 Years cal BP. Radiocarbon, 51(4), 1111-1150, https://doi.org/10.1017/S0033822200034202
	Southon, John; Noronha, Alexandra L; Cheng, Hai; Edwards, R Lawrence; Wang, Yongjin (2012): A high-resolution record of atmospheric 14C based on Hulu Cave speleothem H82. Quaternary Science Reviews, 33, 32-41, https://doi.org/10.1016/j.quascirev.2011.11.022
Comment:	Based on IntCal09 from 0-15 and 26-50 kyr BP, and Southon et al. 2012's Hulu Cave 14C record from 15-26 kyr BP.
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Age, dated [ka] (Age dated) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx) * METHOD/DEVICE: Age, 14C conventional
	Age, error [±] (Age e) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx) * METHOD/DEVICE: Age, 14C conventional * COMMENT: 1 sigma
	Δ14C [‰] (Δ14C) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
	Δ14C, standard deviation [±] (Δ14C std dev) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
	Reference/source (Reference) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	15415 data points
*/
Age [ka BP]	Age dated [ka]	Age e [±]	Δ14C [‰]	Δ14C std dev [±]	Reference
8.460	7.711	0.015	65.5	2.0	IntCal09
8.455	7.705	0.015	65.7	2.0	IntCal09
8.450	7.690	0.015	67.0	2.0	IntCal09
8.445	7.681	0.016	67.6	2.1	IntCal09
8.440	7.680	0.017	67.1	2.3	IntCal09
8.435	7.681	0.017	66.3	2.3	IntCal09
8.430	7.679	0.016	65.9	2.1	IntCal09
8.425	7.663	0.014	67.4	1.9	IntCal09
8.420	7.652	0.015	68.2	2.0	IntCal09
8.415	7.638	0.015	69.4	2.0	IntCal09
8.410	7.622	0.015	70.9	2.0	IntCal09
8.405	7.609	0.014	72.0	1.9	IntCal09
8.400	7.596	0.015	73.1	2.0	IntCal09
8.395	7.593	0.015	72.8	2.0	IntCal09
8.390	7.582	0.015	73.7	2.0	IntCal09
8.385	7.567	0.016	75.0	2.1	IntCal09
8.380	7.554	0.015	76.1	2.0	IntCal09
8.375	7.538	0.014	77.6	1.9	IntCal09
8.370	7.527	0.015	78.4	2.0	IntCal09
8.365	7.524	0.014	78.2	1.9	IntCal09
8.360	7.512	0.014	79.1	1.9	IntCal09
8.355	7.511	0.014	78.6	1.9	IntCal09
8.350	7.510	0.014	78.1	1.9	IntCal09
8.345	7.499	0.014	78.9	1.9	IntCal09
8.340	7.485	0.014	80.1	1.9	IntCal09
8.335	7.480	0.014	80.2	1.9	IntCal09
8.330	7.477	0.015	79.9	2.0	IntCal09
8.325	7.465	0.015	80.9	2.0	IntCal09
8.320	7.457	0.016	81.3	2.2	IntCal09
8.315	7.450	0.016	81.6	2.2	IntCal09
8.310	7.446	0.017	81.5	2.3	IntCal09
8.305	7.443	0.018	81.2	2.4	IntCal09
8.300	7.436	0.016	81.5	2.2	IntCal09
8.295	7.432	0.015	81.4	2.0	IntCal09
8.290	7.427	0.016	81.4	2.2	IntCal09
8.285	7.423	0.016	81.3	2.2	IntCal09
8.280	7.420	0.016	81.0	2.2	IntCal09
8.275	7.413	0.015	81.3	2.0	IntCal09
8.270	7.413	0.015	80.7	2.0	IntCal09
8.265	7.421	0.015	79.0	2.0	IntCal09
8.260	7.435	0.015	76.4	2.0	IntCal09
8.255	7.442	0.015	74.8	2.0	IntCal09
8.250	7.439	0.016	74.6	2.1	IntCal09
8.245	7.438	0.016	74.1	2.1	IntCal09
8.240	7.444	0.016	72.6	2.1	IntCal09
8.235	7.447	0.017	71.6	2.3	IntCal09
8.230	7.449	0.018	70.7	2.4	IntCal09
8.225	7.450	0.018	69.9	2.4	IntCal09
8.220	7.446	0.017	69.8	2.3	IntCal09
8.215	7.441	0.017	69.8	2.3	IntCal09
8.210	7.433	0.018	70.2	2.4	IntCal09
8.205	7.425	0.018	70.6	2.4	IntCal09
8.200	7.415	0.018	71.3	2.4	IntCal09
8.195	7.405	0.018	72.0	2.4	IntCal09
8.190	7.396	0.018	72.5	2.4	IntCal09
8.185	7.384	0.018	73.5	2.4	IntCal09
8.180	7.366	0.018	75.3	2.4	IntCal09
8.175	7.346	0.018	77.3	2.4	IntCal09
8.170	7.330	0.018	78.8	2.4	IntCal09
8.165	7.316	0.018	80.0	2.4	IntCal09
8.160	7.301	0.017	81.4	2.3	IntCal09
8.155	7.289	0.016	82.3	2.2	IntCal09
8.150	7.279	0.016	83.0	2.2	IntCal09
8.145	7.277	0.016	82.6	2.2	IntCal09
8.140	7.286	0.016	80.8	2.2	IntCal09
8.135	7.291	0.016	79.4	2.2	IntCal09
8.130	7.282	0.016	80.0	2.2	IntCal09
8.125	7.280	0.015	79.6	2.0	IntCal09
8.120	7.286	0.018	78.2	2.4	IntCal09
8.115	7.294	0.019	76.4	2.5	IntCal09
8.110	7.290	0.021	76.3	2.8	IntCal09
8.105	7.283	0.022	76.6	2.9	IntCal09
8.100	7.280	0.021	76.4	2.8	IntCal09
8.095	7.282	0.021	75.4	2.8	IntCal09
8.090	7.290	0.021	73.7	2.8	IntCal09
8.085	7.301	0.021	71.6	2.8	IntCal09
8.080	7.305	0.022	70.4	2.9	IntCal09
8.075	7.305	0.023	69.8	3.1	IntCal09
8.070	7.303	0.024	69.4	3.2	IntCal09
8.065	7.300	0.024	69.1	3.2	IntCal09
8.060	7.295	0.025	69.2	3.3	IntCal09
8.055	7.289	0.024	69.3	3.2	IntCal09
8.050	7.283	0.024	69.5	3.2	IntCal09
8.045	7.276	0.024	69.8	3.2	IntCal09
8.040	7.268	0.024	70.2	3.2	IntCal09
8.035	7.262	0.023	70.3	3.1	IntCal09
8.030	7.257	0.021	70.3	2.8	IntCal09
8.025	7.246	0.022	71.2	2.9	IntCal09
8.020	7.234	0.023	72.1	3.1	IntCal09
8.015	7.221	0.022	73.2	2.9	IntCal09
8.010	7.207	0.021	74.4	2.8	IntCal09
8.005	7.195	0.020	75.4	2.7	IntCal09
8.000	7.187	0.019	75.8	2.5	IntCal09
7.995	7.178	0.016	76.4	2.1	IntCal09
7.990	7.178	0.015	75.7	2.0	IntCal09
7.985	7.183	0.016	74.4	2.1	IntCal09
7.980	7.177	0.016	74.5	2.1	IntCal09
7.975	7.169	0.015	75.0	2.0	IntCal09
7.970	7.160	0.016	75.5	2.1	IntCal09
7.965	7.147	0.017	76.6	2.3	IntCal09
7.960	7.135	0.018	77.6	2.4	IntCal09
7.955	7.123	0.017	78.5	2.3	IntCal09
7.950	7.113	0.017	79.2	2.3	IntCal09
7.945	7.105	0.017	79.6	2.3	IntCal09
7.940	7.100	0.016	79.7	2.2	IntCal09
7.935	7.081	0.017	81.6	2.3	IntCal09
7.930	7.059	0.018	83.9	2.4	IntCal09
7.925	7.040	0.018	85.8	2.4	IntCal09
7.920	7.026	0.016	87.0	2.2	IntCal09
7.915	7.019	0.014	87.3	1.9	IntCal09
7.910	7.015	0.015	87.2	2.0	IntCal09
7.905	7.020	0.015	85.8	2.0	IntCal09
7.900	7.034	0.015	83.3	2.0	IntCal09
7.895	7.050	0.015	80.5	2.0	IntCal09
7.890	7.065	0.016	77.8	2.1	IntCal09
7.885	7.071	0.017	76.4	2.3	IntCal09
7.880	7.068	0.018	76.1	2.4	IntCal09
7.875	7.059	0.017	76.7	2.3	IntCal09
7.870	7.045	0.017	77.9	2.3	IntCal09
7.865	7.033	0.017	78.9	2.3	IntCal09
7.860	7.026	0.017	79.1	2.3	IntCal09
7.855	7.023	0.016	78.9	2.1	IntCal09
7.850	7.018	0.016	78.9	2.1	IntCal09
7.845	7.011	0.016	79.2	2.1	IntCal09
7.840	7.000	0.016	80.0	2.2	IntCal09
7.835	6.989	0.015	80.9	2.0	IntCal09
7.830	6.982	0.015	81.1	2.0	IntCal09
7.825	6.977	0.015	81.2	2.0	IntCal09
7.820	6.972	0.015	81.2	2.0	IntCal09
7.815	6.971	0.015	80.7	2.0	IntCal09
7.810	6.975	0.015	79.5	2.0	IntCal09
7.805	6.978	0.016	78.4	2.1	IntCal09
7.800	6.980	0.016	77.5	2.1	IntCal09
7.795	6.974	0.016	77.6	2.1	IntCal09
7.790	6.954	0.016	79.7	2.2	IntCal09
7.785	6.939	0.016	81.0	2.2	IntCal09
7.780	6.935	0.016	80.9	2.2	IntCal09
7.775	6.938	0.015	79.9	2.0	IntCal09
7.770	6.942	0.016	78.7	2.1	IntCal09
7.765	6.943	0.017	77.9	2.3	IntCal09
7.760	6.938	0.017	77.9	2.3	IntCal09
7.755	6.932	0.016	78.1	2.1	IntCal09
7.750	6.931	0.017	77.6	2.3	IntCal09
7.745	6.929	0.017	77.2	2.3	IntCal09
7.740	6.925	0.017	77.1	2.3	IntCal09
7.735	6.921	0.017	76.9	2.3	IntCal09
7.730	6.918	0.017	76.7	2.3	IntCal09
7.725	6.915	0.017	76.4	2.3	IntCal09
7.720	6.912	0.017	76.2	2.3	IntCal09
7.715	6.910	0.017	75.8	2.3	IntCal09
7.710	6.909	0.017	75.3	2.3	IntCal09
7.705	6.907	0.017	74.9	2.3	IntCal09
7.700	6.902	0.016	74.9	2.1	IntCal09
7.695	6.895	0.015	75.2	2.0	IntCal09
7.690	6.886	0.017	75.8	2.3	IntCal09
7.685	6.874	0.018	76.7	2.4	IntCal09
7.680	6.860	0.019	78.0	2.5	IntCal09
7.675	6.845	0.019	79.3	2.6	IntCal09
7.670	6.830	0.018	80.7	2.4	IntCal09
7.665	6.816	0.018	81.9	2.4	IntCal09
7.660	6.804	0.017	82.9	2.3	IntCal09
7.655	6.795	0.016	83.4	2.2	IntCal09
7.650	6.791	0.017	83.3	2.3	IntCal09
7.645	6.791	0.017	82.7	2.3	IntCal09
7.640	6.792	0.017	81.9	2.3	IntCal09
7.635	6.795	0.017	80.8	2.3	IntCal09
7.630	6.797	0.016	79.9	2.2	IntCal09
7.625	6.796	0.015	79.4	2.0	IntCal09
7.620	6.788	0.016	79.8	2.2	IntCal09
7.615	6.777	0.017	80.6	2.3	IntCal09
7.610	6.762	0.016	82.0	2.2	IntCal09
7.605	6.753	0.015	82.5	2.0	IntCal09
7.600	6.755	0.015	81.6	2.0	IntCal09
7.595	6.756	0.015	80.8	2.0	IntCal09
7.590	6.745	0.016	81.7	2.2	IntCal09
7.585	6.731	0.016	82.9	2.2	IntCal09
7.580	6.717	0.017	84.1	2.3	IntCal09
7.575	6.700	0.016	85.8	2.2	IntCal09
7.570	6.679	0.016	87.9	2.2	IntCal09
7.565	6.658	0.015	90.1	2.0	IntCal09
7.560	6.639	0.016	92.1	2.2	IntCal09
7.555	6.625	0.016	93.3	2.2	IntCal09
7.550	6.619	0.017	93.4	2.3	IntCal09
7.545	6.623	0.017	92.2	2.3	IntCal09
7.540	6.638	0.017	89.5	2.3	IntCal09
7.535	6.653	0.017	86.9	2.3	IntCal09
7.530	6.661	0.017	85.1	2.3	IntCal09
7.525	6.662	0.017	84.3	2.3	IntCal09
7.520	6.657	0.017	84.3	2.3	IntCal09
7.515	6.646	0.016	85.2	2.2	IntCal09
7.510	6.629	0.017	86.8	2.3	IntCal09
7.505	6.614	0.016	88.2	2.2	IntCal09
7.500	6.610	0.017	88.1	2.3	IntCal09
7.495	6.609	0.017	87.6	2.3	IntCal09
7.490	6.605	0.017	87.4	2.3	IntCal09
7.485	6.600	0.017	87.5	2.3	IntCal09
7.480	6.591	0.017	88.0	2.3	IntCal09
7.475	6.584	0.017	88.3	2.3	IntCal09
7.470	6.580	0.017	88.2	2.3	IntCal09
7.465	6.575	0.017	88.2	2.3	IntCal09
7.460	6.566	0.016	88.8	2.2	IntCal09
7.455	6.560	0.015	88.9	2.0	IntCal09
7.450	6.563	0.016	87.9	2.2	IntCal09
7.445	6.566	0.016	86.8	2.2	IntCal09
7.440	6.564	0.016	86.4	2.2	IntCal09
7.435	6.551	0.015	87.5	2.0	IntCal09
7.430	6.525	0.016	90.4	2.2	IntCal09
7.425	6.493	0.016	94.1	2.2	IntCal09
7.420	6.460	0.016	97.9	2.2	IntCal09
7.415	6.433	0.015	100.9	2.1	IntCal09
7.410	6.417	0.015	102.5	2.1	IntCal09
7.405	6.413	0.015	102.3	2.1	IntCal09
7.400	6.418	0.016	101.0	2.2	IntCal09
7.395	6.426	0.017	99.2	2.3	IntCal09
7.390	6.431	0.017	97.9	2.3	IntCal09
7.385	6.434	0.017	96.8	2.3	IntCal09
7.380	6.436	0.017	95.9	2.3	IntCal09
7.375	6.435	0.018	95.3	2.5	IntCal09
7.370	6.428	0.018	95.6	2.5	IntCal09
7.365	6.423	0.017	95.7	2.3	IntCal09
7.360	6.424	0.017	94.9	2.3	IntCal09
7.355	6.431	0.017	93.2	2.3	IntCal09
7.350	6.443	0.016	91.0	2.2	IntCal09
7.345	6.450	0.015	89.3	2.0	IntCal09
7.340	6.445	0.015	89.4	2.0	IntCal09
7.335	6.437	0.015	89.8	2.0	IntCal09
7.330	6.429	0.016	90.2	2.2	IntCal09
7.325	6.419	0.016	90.9	2.2	IntCal09
7.320	6.406	0.016	92.0	2.2	IntCal09
7.315	6.392	0.015	93.3	2.0	IntCal09
7.310	6.382	0.015	94.0	2.0	IntCal09
7.305	6.377	0.015	94.0	2.0	IntCal09
7.300	6.377	0.016	93.3	2.2	IntCal09
7.295	6.378	0.017	92.5	2.3	IntCal09
7.290	6.375	0.017	92.3	2.3	IntCal09
7.285	6.373	0.017	91.9	2.3	IntCal09
7.280	6.375	0.016	91.0	2.2	IntCal09
7.275	6.371	0.015	90.8	2.0	IntCal09
7.270	6.354	0.015	92.5	2.0	IntCal09
7.265	6.336	0.014	94.3	1.9	IntCal09
7.260	6.324	0.015	95.2	2.0	IntCal09
7.255	6.310	0.016	96.5	2.2	IntCal09
7.250	6.292	0.016	98.3	2.2	IntCal09
7.245	6.277	0.015	99.7	2.1	IntCal09
7.240	6.269	0.015	100.1	2.1	IntCal09
7.235	6.265	0.015	100.0	2.1	IntCal09
7.230	6.261	0.016	99.9	2.2	IntCal09
7.225	6.261	0.017	99.2	2.3	IntCal09
7.220	6.266	0.017	97.9	2.3	IntCal09
7.215	6.272	0.018	96.4	2.5	IntCal09
7.210	6.273	0.020	95.6	2.7	IntCal09
7.205	6.273	0.022	94.9	3.0	IntCal09
7.200	6.274	0.022	94.1	3.0	IntCal09
7.195	6.277	0.023	93.0	3.1	IntCal09
7.190	6.280	0.022	92.0	3.0	IntCal09
7.185	6.283	0.021	90.9	2.9	IntCal09
7.180	6.279	0.020	90.8	2.7	IntCal09
7.175	6.268	0.021	91.6	2.9	IntCal09
7.170	6.255	0.019	92.7	2.6	IntCal09
7.165	6.231	0.018	95.3	2.5	IntCal09
7.160	6.202	0.017	98.6	2.3	IntCal09
7.155	6.176	0.016	101.5	2.2	IntCal09
7.150	6.161	0.016	102.9	2.2	IntCal09
7.145	6.152	0.016	103.5	2.2	IntCal09
7.140	6.145	0.015	103.8	2.1	IntCal09
7.135	6.142	0.014	103.5	1.9	IntCal09
7.130	6.148	0.015	102.0	2.1	IntCal09
7.125	6.163	0.015	99.3	2.1	IntCal09
7.120	6.168	0.016	98.0	2.2	IntCal09
7.115	6.175	0.016	96.4	2.2	IntCal09
7.110	6.179	0.018	95.1	2.5	IntCal09
7.105	6.180	0.018	94.3	2.5	IntCal09
7.100	6.179	0.017	93.8	2.3	IntCal09
7.095	6.180	0.015	93.0	2.0	IntCal09
7.090	6.185	0.015	91.7	2.0	IntCal09
7.085	6.178	0.015	92.0	2.0	IntCal09
7.080	6.177	0.016	91.4	2.2	IntCal09
7.075	6.182	0.016	90.1	2.2	IntCal09
7.070	6.181	0.016	89.6	2.2	IntCal09
7.065	6.173	0.016	90.0	2.2	IntCal09
7.060	6.173	0.016	89.4	2.2	IntCal09
7.055	6.178	0.016	88.0	2.2	IntCal09
7.050	6.179	0.016	87.2	2.2	IntCal09
7.045	6.178	0.015	86.7	2.0	IntCal09
7.040	6.182	0.015	85.5	2.0	IntCal09
7.035	6.186	0.015	84.3	2.0	IntCal09
7.030	6.181	0.017	84.3	2.3	IntCal09
7.025	6.173	0.016	84.8	2.2	IntCal09
7.020	6.165	0.016	85.2	2.2	IntCal09
7.015	6.158	0.016	85.5	2.2	IntCal09
7.010	6.151	0.016	85.8	2.2	IntCal09
7.005	6.144	0.015	86.0	2.0	IntCal09
7.000	6.130	0.016	87.3	2.2	IntCal09
6.995	6.123	0.016	87.6	2.2	IntCal09
6.990	6.118	0.017	87.6	2.3	IntCal09
6.985	6.115	0.016	87.3	2.2	IntCal09
6.980	6.113	0.015	87.0	2.0	IntCal09
6.975	6.109	0.016	86.8	2.2	IntCal09
6.970	6.106	0.016	86.6	2.2	IntCal09
6.965	6.104	0.016	86.2	2.2	IntCal09
6.960	6.104	0.016	85.5	2.2	IntCal09
6.955	6.102	0.016	85.2	2.2	IntCal09
6.950	6.093	0.016	85.7	2.2	IntCal09
6.945	6.079	0.015	86.9	2.0	IntCal09
6.940	6.071	0.015	87.4	2.0	IntCal09
6.935	6.064	0.014	87.7	1.9	IntCal09
6.930	6.060	0.015	87.5	2.0	IntCal09
6.925	6.059	0.014	87.0	1.9	IntCal09
6.920	6.060	0.014	86.2	1.9	IntCal09
6.915	6.061	0.014	85.4	1.9	IntCal09
6.910	6.059	0.015	85.1	2.0	IntCal09
6.905	6.055	0.014	84.9	1.9	IntCal09
6.900	6.054	0.013	84.4	1.8	IntCal09
6.895	6.048	0.013	84.6	1.8	IntCal09
6.890	6.034	0.014	85.8	1.9	IntCal09
6.885	6.027	0.013	86.1	1.8	IntCal09
6.880	6.014	0.013	87.2	1.8	IntCal09
6.875	6.012	0.015	86.8	2.0	IntCal09
6.870	6.016	0.015	85.6	2.0	IntCal09
6.865	6.020	0.014	84.4	1.9	IntCal09
6.860	6.016	0.014	84.3	1.9	IntCal09
6.855	6.008	0.012	84.7	1.6	IntCal09
6.850	6.006	0.012	84.3	1.6	IntCal09
6.845	5.995	0.014	85.2	1.9	IntCal09
6.840	5.988	0.014	85.5	1.9	IntCal09
6.835	5.994	0.012	84.0	1.6	IntCal09
6.830	5.988	0.014	84.1	1.9	IntCal09
6.825	5.987	0.014	83.6	1.9	IntCal09
6.820	5.987	0.015	83.0	2.0	IntCal09
6.815	5.996	0.014	81.1	1.9	IntCal09
6.810	6.017	0.013	77.6	1.7	IntCal09
6.805	6.008	0.012	78.2	1.6	IntCal09
6.800	5.996	0.014	79.1	1.9	IntCal09
6.795	5.981	0.015	80.5	2.0	IntCal09
6.790	5.967	0.015	81.7	2.0	IntCal09
6.785	5.956	0.014	82.6	1.9	IntCal09
6.780	5.951	0.013	82.6	1.8	IntCal09
6.775	5.941	0.014	83.3	1.9	IntCal09
6.770	5.937	0.015	83.2	2.0	IntCal09
6.765	5.941	0.014	82.0	1.9	IntCal09
6.760	5.957	0.013	79.2	1.7	IntCal09
6.755	5.948	0.014	79.7	1.9	IntCal09
6.750	5.942	0.015	79.9	2.0	IntCal09
6.745	5.933	0.016	80.4	2.2	IntCal09
6.740	5.919	0.016	81.7	2.2	IntCal09
6.735	5.906	0.018	82.8	2.4	IntCal09
6.730	5.897	0.019	83.3	2.6	IntCal09
6.725	5.891	0.019	83.5	2.6	IntCal09
6.720	5.892	0.016	82.7	2.2	IntCal09
6.715	5.884	0.019	83.1	2.6	IntCal09
6.710	5.880	0.020	83.0	2.7	IntCal09
6.705	5.884	0.019	81.8	2.6	IntCal09
6.700	5.892	0.017	80.1	2.3	IntCal09
6.695	5.891	0.017	79.5	2.3	IntCal09
6.690	5.885	0.018	79.7	2.4	IntCal09
6.685	5.885	0.016	79.0	2.1	IntCal09
6.680	5.892	0.014	77.4	1.9	IntCal09
6.675	5.878	0.015	78.7	2.0	IntCal09
6.670	5.860	0.016	80.4	2.2	IntCal09
6.665	5.847	0.015	81.5	2.0	IntCal09
6.660	5.838	0.013	82.1	1.8	IntCal09
6.655	5.824	0.014	83.3	1.9	IntCal09
6.650	5.820	0.014	83.2	1.9	IntCal09
6.645	5.821	0.014	82.4	1.9	IntCal09
6.640	5.818	0.012	82.2	1.6	IntCal09
6.635	5.795	0.013	84.6	1.8	IntCal09
6.630	5.782	0.015	85.7	2.0	IntCal09
6.625	5.779	0.016	85.5	2.2	IntCal09
6.620	5.781	0.015	84.5	2.0	IntCal09
6.615	5.777	0.016	84.4	2.2	IntCal09
6.610	5.778	0.015	83.6	2.0	IntCal09
6.605	5.782	0.014	82.4	1.9	IntCal09
6.600	5.774	0.014	82.9	1.9	IntCal09
6.595	5.770	0.012	82.7	1.6	IntCal09
6.590	5.775	0.014	81.4	1.9	IntCal09
6.585	5.782	0.015	79.8	2.0	IntCal09
6.580	5.790	0.015	78.1	2.0	IntCal09
6.575	5.793	0.014	77.0	1.9	IntCal09
6.570	5.786	0.015	77.3	2.0	IntCal09
6.565	5.774	0.016	78.3	2.1	IntCal09
6.560	5.767	0.016	78.6	2.1	IntCal09
6.555	5.761	0.016	78.7	2.1	IntCal09
6.550	5.757	0.016	78.6	2.1	IntCal09
6.545	5.752	0.015	78.6	2.0	IntCal09
6.540	5.751	0.015	78.1	2.0	IntCal09
6.535	5.749	0.014	77.7	1.9	IntCal09
6.530	5.745	0.015	77.6	2.0	IntCal09
6.525	5.743	0.014	77.2	1.9	IntCal09
6.520	5.745	0.014	76.3	1.9	IntCal09
6.515	5.747	0.014	75.4	1.9	IntCal09
6.510	5.747	0.015	74.7	2.0	IntCal09
6.505	5.746	0.016	74.2	2.1	IntCal09
6.500	5.739	0.016	74.5	2.1	IntCal09
6.495	5.723	0.016	76.0	2.1	IntCal09
6.490	5.706	0.016	77.6	2.1	IntCal09
6.485	5.699	0.016	77.9	2.1	IntCal09
6.480	5.694	0.016	77.9	2.1	IntCal09
6.475	5.691	0.016	77.7	2.1	IntCal09
6.470	5.689	0.016	77.3	2.1	IntCal09
6.465	5.685	0.016	77.2	2.1	IntCal09
6.460	5.684	0.016	76.7	2.1	IntCal09
6.455	5.687	0.015	75.6	2.0	IntCal09
6.450	5.681	0.016	75.8	2.1	IntCal09
6.445	5.670	0.016	76.6	2.1	IntCal09
6.440	5.660	0.016	77.3	2.1	IntCal09
6.435	5.651	0.016	77.8	2.1	IntCal09
6.430	5.648	0.016	77.6	2.1	IntCal09
6.425	5.653	0.016	76.3	2.1	IntCal09
6.420	5.653	0.014	75.6	1.9	IntCal09
6.415	5.656	0.014	74.6	1.9	IntCal09
6.410	5.645	0.015	75.4	2.0	IntCal09
6.405	5.620	0.015	78.1	2.0	IntCal09
6.400	5.602	0.015	79.9	2.0	IntCal09
6.395	5.581	0.015	82.0	2.0	IntCal09
6.390	5.570	0.016	82.9	2.2	IntCal09
6.385	5.566	0.015	82.7	2.0	IntCal09
6.380	5.565	0.016	82.2	2.2	IntCal09
6.375	5.567	0.016	81.3	2.2	IntCal09
6.370	5.577	0.017	79.3	2.3	IntCal09
6.365	5.589	0.016	77.0	2.1	IntCal09
6.360	5.594	0.016	75.7	2.1	IntCal09
6.355	5.592	0.015	75.3	2.0	IntCal09
6.350	5.583	0.016	75.9	2.1	IntCal09
6.345	5.578	0.016	75.9	2.1	IntCal09
6.340	5.575	0.015	75.7	2.0	IntCal09
6.335	5.577	0.015	74.7	2.0	IntCal09
6.330	5.581	0.015	73.6	2.0	IntCal09
6.325	5.585	0.014	72.4	1.9	IntCal09
6.320	5.572	0.015	73.5	2.0	IntCal09
6.315	5.561	0.016	74.3	2.1	IntCal09
6.310	5.547	0.016	75.5	2.1	IntCal09
6.305	5.533	0.016	76.7	2.1	IntCal09
6.300	5.518	0.015	78.1	2.0	IntCal09
6.295	5.503	0.014	79.4	1.9	IntCal09
6.290	5.486	0.015	81.1	2.0	IntCal09
6.285	5.468	0.014	82.8	1.9	IntCal09
6.280	5.447	0.015	85.0	2.0	IntCal09
6.275	5.426	0.016	87.2	2.2	IntCal09
6.270	5.410	0.016	88.7	2.2	IntCal09
6.265	5.399	0.016	89.6	2.2	IntCal09
6.260	5.393	0.016	89.7	2.2	IntCal09
6.255	5.391	0.016	89.3	2.2	IntCal09
6.250	5.395	0.017	88.1	2.3	IntCal09
6.245	5.403	0.016	86.4	2.2	IntCal09
6.240	5.413	0.016	84.4	2.2	IntCal09
6.235	5.423	0.014	82.4	1.9	IntCal09
6.230	5.433	0.015	80.4	2.0	IntCal09
6.225	5.437	0.014	79.2	1.9	IntCal09
6.220	5.430	0.015	79.5	2.0	IntCal09
6.215	5.414	0.016	81.0	2.2	IntCal09
6.210	5.397	0.016	82.6	2.2	IntCal09
6.205	5.384	0.015	83.7	2.0	IntCal09
6.200	5.380	0.015	83.6	2.0	IntCal09
6.195	5.380	0.014	82.9	1.9	IntCal09
6.190	5.374	0.015	83.1	2.0	IntCal09
6.185	5.359	0.014	84.4	1.9	IntCal09
6.180	5.335	0.015	87.0	2.0	IntCal09
6.175	5.310	0.016	89.8	2.2	IntCal09
6.170	5.293	0.016	91.4	2.2	IntCal09
6.165	5.287	0.016	91.6	2.2	IntCal09
6.160	5.293	0.015	90.1	2.0	IntCal09
6.155	5.305	0.014	87.8	1.9	IntCal09
6.150	5.318	0.016	85.4	2.2	IntCal09
6.145	5.329	0.016	83.2	2.2	IntCal09
6.140	5.339	0.017	81.2	2.3	IntCal09
6.135	5.344	0.016	79.9	2.2	IntCal09
6.130	5.342	0.017	79.5	2.3	IntCal09
6.125	5.334	0.016	80.0	2.2	IntCal09
6.120	5.323	0.016	80.8	2.2	IntCal09
6.115	5.311	0.017	81.7	2.3	IntCal09
6.110	5.304	0.018	82.0	2.4	IntCal09
6.105	5.300	0.019	81.9	2.6	IntCal09
6.100	5.293	0.018	82.2	2.4	IntCal09
6.095	5.287	0.015	82.4	2.0	IntCal09
6.090	5.284	0.015	82.1	2.0	IntCal09
6.085	5.286	0.014	81.2	1.9	IntCal09
6.080	5.303	0.014	78.2	1.9	IntCal09
6.075	5.322	0.013	75.1	1.7	IntCal09
6.070	5.320	0.014	74.7	1.9	IntCal09
6.065	5.313	0.014	75.0	1.9	IntCal09
6.060	5.306	0.014	75.2	1.9	IntCal09
